Date,Campaign_ID,Channel,Impressions,Clicks,Conversions,Cost,Revenue,Month,Week
2024-06-19,CAMP_014,Instagram Ads,3762,82,1,120.24,403.87,June,25
2024-06-20,CAMP_014,Instagram Ads,4132,90,2,132.06,443.57,June,25
2024-06-21,CAMP_014,Instagram Ads,5904,129,2,188.71,633.83,June,25
2024-06-22,CAMP_014,Instagram Ads,3873,84,1,123.79,415.79,June,25
2024-06-23,CAMP_014,Instagram Ads,5486,120,2,175.35,588.95,June,25
2024-06-24,CAMP_014,Instagram Ads,4377,95,2,139.9,469.88,June,26
2024-06-25,CAMP_014,Instagram Ads,4823,105,2,154.16,517.78,June,26
2024-06-26,CAMP_014,Instagram Ads,4511,98,2,144.19,484.31,June,26
2024-06-27,CAMP_014,Instagram Ads,4719,103,2,150.83,506.59,June,26
2024-06-28,CAMP_014,Instagram Ads,5846,127,2,186.83,627.52,June,26
2024-06-29,CAMP_014,Instagram Ads,4538,99,2,145.03,487.11,June,26
2024-06-30,CAMP_014,Instagram Ads,5372,117,2,171.71,576.72,June,26
2024-07-01,CAMP_014,Instagram Ads,5092,111,2,162.75,546.65,July,27
2024-07-02,CAMP_014,Instagram Ads,5674,124,2,181.34,609.09,July,27
2024-07-03,CAMP_014,Instagram Ads,6521,142,3,208.41,699.99,July,27
2024-07-04,CAMP_014,Instagram Ads,5888,128,2,188.17,632.02,July,27
2024-07-05,CAMP_014,Instagram Ads,4283,93,2,136.88,459.76,July,27
2024-07-06,CAMP_014,Instagram Ads,3713,81,1,118.68,398.61,July,27
2024-07-07,CAMP_014,Instagram Ads,4430,96,2,141.57,475.51,July,27
2024-07-08,CAMP_014,Instagram Ads,5461,119,2,174.55,586.26,July,28
2024-07-09,CAMP_014,Instagram Ads,3776,82,1,120.68,405.35,July,28
2024-07-10,CAMP_014,Instagram Ads,5155,112,2,164.77,553.41,July,28
2024-07-11,CAMP_014,Instagram Ads,5467,119,2,174.72,586.85,July,28
2024-07-12,CAMP_014,Instagram Ads,4653,101,2,148.7,499.46,July,28
2024-07-21,CAMP_015,Instagram Ads,1845,36,0,44.7,151.34,July,29
2024-07-22,CAMP_015,Instagram Ads,1212,24,0,29.38,99.45,July,30
2024-07-23,CAMP_015,Instagram Ads,1182,23,0,28.65,96.99,July,30
2024-07-24,CAMP_015,Instagram Ads,1804,35,0,43.72,148.0,July,30
2024-07-25,CAMP_015,Instagram Ads,1583,31,0,38.35,129.83,July,30
2024-07-26,CAMP_015,Instagram Ads,1766,35,0,42.8,144.9,July,30
2024-07-27,CAMP_015,Instagram Ads,1525,30,0,36.95,125.09,July,30
2024-07-28,CAMP_015,Instagram Ads,1345,26,0,32.6,110.37,July,30
2024-07-29,CAMP_015,Instagram Ads,1891,37,0,45.82,155.1,July,31
2024-07-30,CAMP_015,Instagram Ads,1872,37,0,45.36,153.57,July,31
2024-07-31,CAMP_015,Instagram Ads,1772,35,0,42.95,145.39,July,31
2024-08-01,CAMP_015,Instagram Ads,1370,27,0,33.2,112.38,August,31
2024-08-02,CAMP_015,Instagram Ads,1673,33,0,40.54,137.23,August,31
2024-08-03,CAMP_015,Instagram Ads,1454,28,0,35.25,119.32,August,31
2024-08-04,CAMP_015,Instagram Ads,1198,23,0,29.03,98.28,August,31
2024-08-05,CAMP_015,Instagram Ads,1984,39,0,48.08,162.78,August,32
2024-08-06,CAMP_015,Instagram Ads,1241,24,0,30.07,101.81,August,32
2024-08-07,CAMP_015,Instagram Ads,2016,40,0,48.84,165.35,August,32
2024-08-08,CAMP_015,Instagram Ads,1535,30,0,37.21,125.96,August,32
2024-08-09,CAMP_015,Instagram Ads,1287,25,0,31.19,105.59,August,32
2024-08-10,CAMP_015,Instagram Ads,1627,32,0,39.42,133.45,August,32
2024-08-11,CAMP_015,Instagram Ads,1942,38,0,47.06,159.31,August,32
2024-08-12,CAMP_015,Instagram Ads,1808,36,0,43.81,148.32,August,33
2024-08-13,CAMP_015,Instagram Ads,1879,37,0,45.53,154.12,August,33
2024-08-14,CAMP_015,Instagram Ads,1738,34,0,42.12,142.58,August,33
2024-08-15,CAMP_015,Instagram Ads,1770,35,0,42.89,145.2,August,33
2024-08-16,CAMP_015,Instagram Ads,1919,38,0,46.51,157.45,August,33
2024-08-17,CAMP_015,Instagram Ads,1348,26,0,32.68,110.63,August,33
2024-08-18,CAMP_015,Instagram Ads,1577,31,0,38.21,129.35,August,33
2024-08-19,CAMP_015,Instagram Ads,1321,26,0,32.02,108.4,August,34
2024-08-20,CAMP_015,Instagram Ads,2051,40,0,49.71,168.27,August,34
2024-08-21,CAMP_015,Instagram Ads,2010,40,0,48.7,164.86,August,34
2024-08-22,CAMP_015,Instagram Ads,1148,22,0,27.83,94.21,August,34
2024-08-23,CAMP_015,Instagram Ads,1783,35,0,43.2,146.24,August,34
2024-08-24,CAMP_015,Instagram Ads,1992,39,0,48.27,163.4,August,34
2024-08-25,CAMP_015,Instagram Ads,1283,25,0,31.08,105.23,August,34
2024-08-26,CAMP_015,Instagram Ads,1652,32,0,40.02,135.49,August,35
2024-08-27,CAMP_015,Instagram Ads,1983,39,0,48.04,162.63,August,35
2024-08-28,CAMP_015,Instagram Ads,1143,22,0,27.7,93.78,August,35
2024-08-29,CAMP_015,Instagram Ads,1775,35,0,43.01,145.6,August,35
2024-08-30,CAMP_015,Instagram Ads,1394,27,0,33.78,114.35,August,35
2024-08-31,CAMP_015,Instagram Ads,1991,39,0,48.25,163.33,August,35
2024-09-01,CAMP_015,Instagram Ads,2036,40,0,49.32,166.97,September,35
2024-09-02,CAMP_015,Instagram Ads,2010,40,0,48.7,164.88,September,36
2024-09-03,CAMP_015,Instagram Ads,1562,31,0,37.86,128.17,September,36
2024-09-04,CAMP_015,Instagram Ads,1932,38,0,46.81,158.46,September,36
2024-09-05,CAMP_015,Instagram Ads,1915,38,0,46.4,157.09,September,36
2024-09-06,CAMP_015,Instagram Ads,1415,28,0,34.28,116.05,September,36
2024-09-07,CAMP_015,Instagram Ads,1900,37,0,46.04,155.87,September,36
2024-09-08,CAMP_015,Instagram Ads,1146,22,0,27.77,94.02,September,36
2024-09-09,CAMP_015,Instagram Ads,1679,33,0,40.68,137.7,September,37
2024-09-10,CAMP_015,Instagram Ads,1330,26,0,32.22,109.09,September,37
2024-09-11,CAMP_015,Instagram Ads,1226,24,0,29.7,100.54,September,37
2024-09-12,CAMP_015,Instagram Ads,1184,23,0,28.69,97.14,September,37
2024-09-13,CAMP_015,Instagram Ads,1774,35,0,42.98,145.51,September,37
2024-09-14,CAMP_015,Instagram Ads,1434,28,0,34.76,117.67,September,37
2024-09-15,CAMP_015,Instagram Ads,1801,35,0,43.64,147.74,September,37
2024-09-16,CAMP_015,Instagram Ads,1173,23,0,28.43,96.23,September,38
2024-09-17,CAMP_015,Instagram Ads,1411,28,0,34.19,115.75,September,38
2024-09-18,CAMP_015,Instagram Ads,1625,32,0,39.37,133.26,September,38
2024-09-19,CAMP_015,Instagram Ads,1864,37,0,45.16,152.89,September,38
2024-09-20,CAMP_015,Instagram Ads,1414,28,0,34.27,116.02,September,38
2024-09-21,CAMP_015,Instagram Ads,1707,34,0,41.36,140.01,September,38
2024-09-22,CAMP_015,Instagram Ads,1955,38,0,47.36,160.33,September,38
2024-09-23,CAMP_015,Instagram Ads,1697,33,0,41.13,139.23,September,39
2024-09-24,CAMP_015,Instagram Ads,1333,26,0,32.29,109.32,September,39
2024-09-25,CAMP_015,Instagram Ads,1134,22,0,27.48,93.03,September,39
2024-09-26,CAMP_015,Instagram Ads,1939,38,0,46.99,159.09,September,39
2024-09-27,CAMP_015,Instagram Ads,1131,22,0,27.41,92.79,September,39
2024-09-28,CAMP_015,Instagram Ads,1944,38,0,47.1,159.45,September,39
2024-09-29,CAMP_015,Instagram Ads,1614,32,0,39.12,132.44,September,39
2024-09-30,CAMP_015,Instagram Ads,2005,39,0,48.58,164.47,September,40
2024-10-02,CAMP_016,Facebook Ads,9688,195,3,148.3,335.55,October,40
2024-10-03,CAMP_016,Facebook Ads,10670,215,3,163.33,369.55,October,40
2024-10-04,CAMP_016,Facebook Ads,7480,151,2,114.49,259.05,October,40
2024-10-05,CAMP_016,Facebook Ads,9533,192,3,145.92,330.16,October,40
2024-10-06,CAMP_016,Facebook Ads,7732,156,2,118.36,267.8,October,40
2024-10-07,CAMP_016,Facebook Ads,8116,164,3,124.24,281.11,October,41
2024-10-08,CAMP_016,Facebook Ads,8844,178,3,135.38,306.31,October,41
2024-10-09,CAMP_016,Facebook Ads,10058,203,3,153.95,348.34,October,41
2024-10-10,CAMP_016,Facebook Ads,10602,214,3,162.28,367.19,October,41
2024-10-11,CAMP_016,Facebook Ads,9538,192,3,146.0,330.34,October,41
2024-10-12,CAMP_016,Facebook Ads,7810,157,2,119.55,270.5,October,41
2024-10-13,CAMP_016,Facebook Ads,7828,158,2,119.82,271.12,October,41
2024-10-14,CAMP_016,Facebook Ads,9387,189,3,143.68,325.1,October,42
2024-10-15,CAMP_016,Facebook Ads,6928,140,2,106.05,239.94,October,42
2024-10-16,CAMP_016,Facebook Ads,6295,127,2,96.36,218.04,October,42
2024-10-17,CAMP_016,Facebook Ads,7499,151,2,114.79,259.72,October,42
2024-10-18,CAMP_016,Facebook Ads,7167,144,2,109.7,248.22,October,42
2024-10-19,CAMP_016,Facebook Ads,7211,145,2,110.39,249.77,October,42
2024-10-20,CAMP_016,Facebook Ads,6902,139,2,105.66,239.06,October,42
2024-10-21,CAMP_016,Facebook Ads,5958,120,2,91.2,206.37,October,43
2024-10-22,CAMP_016,Facebook Ads,5839,117,2,89.38,202.23,October,43
2024-10-23,CAMP_016,Facebook Ads,10620,214,3,162.56,367.81,October,43
2024-10-24,CAMP_016,Facebook Ads,7860,158,2,120.31,272.21,October,43
2024-10-25,CAMP_016,Facebook Ads,7645,154,2,117.03,264.79,October,43
2024-10-26,CAMP_016,Facebook Ads,9101,183,3,139.31,315.21,October,43
2024-10-27,CAMP_016,Facebook Ads,6827,137,2,104.5,236.44,October,43
2024-10-28,CAMP_016,Facebook Ads,10434,210,3,159.71,361.36,October,44
2024-10-29,CAMP_016,Facebook Ads,9627,194,3,147.36,333.43,October,44
2024-10-30,CAMP_016,Facebook Ads,6192,125,2,94.78,214.44,October,44
2024-10-31,CAMP_016,Facebook Ads,7809,157,2,119.54,270.47,October,44
2024-11-01,CAMP_016,Facebook Ads,10085,203,3,154.36,349.27,November,44
2024-11-02,CAMP_016,Facebook Ads,10408,210,3,159.31,360.47,November,44
2024-11-03,CAMP_016,Facebook Ads,8055,162,3,123.3,278.98,November,44
2024-11-04,CAMP_016,Facebook Ads,8775,177,3,134.31,303.9,November,45
2024-11-05,CAMP_016,Facebook Ads,6574,132,2,100.63,227.7,November,45
2024-11-06,CAMP_016,Facebook Ads,10637,214,3,162.82,368.4,November,45
2024-11-07,CAMP_016,Facebook Ads,6893,139,2,105.51,238.73,November,45
2024-11-08,CAMP_016,Facebook Ads,10398,210,3,159.16,360.13,November,45
2024-11-09,CAMP_016,Facebook Ads,8953,180,3,137.05,310.09,November,45
2024-11-10,CAMP_016,Facebook Ads,8747,176,3,133.88,302.93,November,45
2024-11-11,CAMP_016,Facebook Ads,8278,167,3,126.71,286.71,November,46
2024-11-12,CAMP_016,Facebook Ads,6888,139,2,105.43,238.56,November,46
2024-11-13,CAMP_016,Facebook Ads,6621,133,2,101.35,229.32,November,46
2024-11-14,CAMP_016,Facebook Ads,6838,138,2,104.67,236.82,November,46
2024-11-15,CAMP_016,Facebook Ads,6670,134,2,102.1,231.01,November,46
2024-11-16,CAMP_016,Facebook Ads,9594,193,3,146.85,332.27,November,46
2024-11-17,CAMP_016,Facebook Ads,7477,151,2,114.45,258.95,November,46
2024-04-22,CAMP_017,Email,6619,1406,105,68.3,683.38,April,17
2024-04-23,CAMP_017,Email,11544,2453,184,119.13,1191.95,April,17
2024-04-24,CAMP_017,Email,11083,2355,177,114.37,1144.33,April,17
2024-04-25,CAMP_017,Email,11321,2405,181,116.83,1168.87,April,17
2024-04-26,CAMP_017,Email,11684,2482,187,120.57,1206.35,April,17
2024-04-27,CAMP_017,Email,7246,1539,116,74.78,748.15,April,17
2024-04-28,CAMP_017,Email,8448,1795,135,87.18,872.24,April,17
2024-04-29,CAMP_017,Email,10405,2211,166,107.37,1074.27,April,18
2024-04-30,CAMP_017,Email,10068,2139,161,103.9,1039.54,April,18
2024-05-01,CAMP_017,Email,7138,1516,114,73.66,736.99,May,18
2024-05-02,CAMP_017,Email,10716,2277,171,110.58,1106.41,May,18
2024-05-03,CAMP_017,Email,7519,1597,120,77.59,776.36,May,18
2024-05-04,CAMP_017,Email,7516,1597,120,77.56,776.01,May,18
2024-05-05,CAMP_017,Email,9209,1956,147,95.03,950.78,May,18
2024-05-06,CAMP_017,Email,9511,2021,152,98.15,982.02,May,19
2024-05-07,CAMP_017,Email,9442,2006,151,97.43,974.84,May,19
2024-05-08,CAMP_017,Email,6800,1445,108,70.18,702.16,May,19
2024-05-09,CAMP_017,Email,11049,2348,176,114.02,1140.8,May,19
2024-05-10,CAMP_017,Email,7742,1645,123,79.89,799.33,May,19
2024-05-11,CAMP_017,Email,7006,1488,112,72.3,723.38,May,19
2024-05-12,CAMP_017,Email,11110,2360,177,114.65,1147.1,May,19
2024-05-13,CAMP_017,Email,11472,2437,183,118.38,1184.44,May,20
2024-05-14,CAMP_017,Email,10966,2330,175,113.16,1132.25,May,20
2024-05-15,CAMP_017,Email,10682,2269,171,110.23,1102.88,May,20
2024-05-16,CAMP_017,Email,9848,2092,157,101.62,1016.79,May,20
2024-05-17,CAMP_017,Email,9284,1972,148,95.8,958.53,May,20
2024-05-18,CAMP_017,Email,6776,1440,108,69.93,699.65,May,20
2024-05-19,CAMP_017,Email,8514,1809,136,87.86,879.06,May,20
2024-05-20,CAMP_017,Email,8321,1768,133,85.86,859.1,May,21
2024-05-21,CAMP_017,Email,7710,1638,123,79.56,796.07,May,21
2024-05-22,CAMP_017,Email,10216,2171,163,105.43,1054.84,May,21
2024-03-19,CAMP_018,Google Ads,11924,601,17,1190.94,6467.32,March,12
2024-03-20,CAMP_018,Google Ads,8949,451,12,893.78,4853.62,March,12
2024-03-21,CAMP_018,Google Ads,9947,501,14,993.45,5394.87,March,12
2024-03-22,CAMP_018,Google Ads,13268,669,19,1325.17,7196.24,March,12
2024-03-23,CAMP_018,Google Ads,8913,449,12,890.26,4834.5,March,12
2024-03-24,CAMP_018,Google Ads,14472,729,20,1445.48,7849.56,March,12
2024-03-25,CAMP_018,Google Ads,11919,601,17,1190.42,6464.48,March,13
2024-03-26,CAMP_018,Google Ads,11814,595,17,1179.99,6407.84,March,13
2024-03-27,CAMP_018,Google Ads,12616,636,18,1260.09,6842.83,March,13
2024-03-28,CAMP_018,Google Ads,14282,720,20,1426.48,7746.38,March,13
2024-03-29,CAMP_018,Google Ads,10862,547,15,1084.87,5891.34,March,13
2024-03-30,CAMP_018,Google Ads,13230,667,19,1321.41,7175.85,March,13
2024-03-31,CAMP_018,Google Ads,12425,626,17,1240.98,6739.06,March,13
2024-04-01,CAMP_018,Google Ads,10283,518,14,1027.01,5577.1,April,14
2024-04-02,CAMP_018,Google Ads,14669,739,21,1465.12,7956.24,April,14
2024-04-03,CAMP_018,Google Ads,14087,710,20,1406.95,7640.35,April,14
2024-04-04,CAMP_018,Google Ads,13090,660,18,1307.4,7099.74,April,14
2024-04-05,CAMP_018,Google Ads,14468,729,20,1445.03,7847.13,April,14
2024-04-06,CAMP_018,Google Ads,14588,735,20,1457.0,7912.14,April,14
2024-04-07,CAMP_018,Google Ads,13448,678,19,1343.15,7293.9,April,14
2024-04-08,CAMP_018,Google Ads,14371,724,20,1435.31,7794.35,April,15
2024-04-09,CAMP_018,Google Ads,13370,674,19,1335.35,7251.53,April,15
2024-04-10,CAMP_018,Google Ads,13246,667,19,1322.94,7184.11,April,15
2024-04-11,CAMP_018,Google Ads,12804,645,18,1278.86,6944.76,April,15
2024-04-12,CAMP_018,Google Ads,13766,694,19,1374.92,7466.43,April,15
2024-04-13,CAMP_018,Google Ads,9505,479,13,949.34,5155.33,April,15
2024-04-14,CAMP_018,Google Ads,14685,740,21,1466.73,7964.95,April,15
2024-04-15,CAMP_018,Google Ads,14620,737,21,1460.26,7929.84,April,16
2024-04-16,CAMP_018,Google Ads,8577,432,12,856.68,4652.13,April,16
2024-04-17,CAMP_018,Google Ads,14290,720,20,1427.29,7750.79,April,16
2024-04-18,CAMP_018,Google Ads,9292,468,13,928.04,5039.66,April,16
2024-04-19,CAMP_018,Google Ads,10771,543,15,1075.78,5841.97,April,16
2024-04-20,CAMP_018,Google Ads,13700,690,19,1368.33,7430.61,April,16
2024-04-21,CAMP_018,Google Ads,9520,480,13,950.88,5163.71,April,16
2024-07-14,CAMP_019,Email,6592,1177,92,0.12,1.15,July,28
2024-07-15,CAMP_019,Email,6639,1185,93,0.12,1.15,July,29
2024-07-16,CAMP_019,Email,5560,992,77,0.1,0.97,July,29
2024-07-17,CAMP_019,Email,3896,695,54,0.07,0.68,July,29
2024-07-18,CAMP_019,Email,4828,862,67,0.09,0.84,July,29
2024-07-19,CAMP_019,Email,5924,1057,83,0.11,1.03,July,29
2024-07-20,CAMP_019,Email,7134,1273,99,0.13,1.24,July,29
2024-07-21,CAMP_019,Email,5973,1066,83,0.11,1.04,July,29
2024-07-22,CAMP_019,Email,4738,846,66,0.08,0.82,July,30
2024-07-23,CAMP_019,Email,5981,1068,83,0.11,1.04,July,30
2024-07-24,CAMP_019,Email,5668,1012,79,0.1,0.99,July,30
2024-07-25,CAMP_019,Email,6465,1154,90,0.12,1.12,July,30
2024-07-26,CAMP_019,Email,4230,755,59,0.08,0.74,July,30
2024-07-27,CAMP_019,Email,6403,1143,89,0.11,1.11,July,30
2024-07-28,CAMP_019,Email,5673,1013,79,0.1,0.99,July,30
2024-07-29,CAMP_019,Email,7074,1263,99,0.13,1.23,July,31
2024-07-30,CAMP_019,Email,5010,894,70,0.09,0.87,July,31
2024-07-31,CAMP_019,Email,5976,1067,83,0.11,1.04,July,31
2024-08-01,CAMP_019,Email,6971,1244,97,0.12,1.21,August,31
2024-08-02,CAMP_019,Email,4215,752,59,0.08,0.73,August,31
2024-08-03,CAMP_019,Email,6988,1247,97,0.12,1.21,August,31
2024-08-04,CAMP_019,Email,6160,1100,86,0.11,1.07,August,31
2024-08-05,CAMP_019,Email,4100,732,57,0.07,0.71,August,32
2024-08-06,CAMP_019,Email,4875,870,68,0.09,0.85,August,32
2024-08-07,CAMP_019,Email,6227,1112,87,0.11,1.08,August,32
2024-08-08,CAMP_019,Email,4099,731,57,0.07,0.71,August,32
2024-08-09,CAMP_019,Email,5809,1037,81,0.1,1.01,August,32
2024-08-10,CAMP_019,Email,5024,897,70,0.09,0.87,August,32
2024-08-11,CAMP_019,Email,5937,1060,83,0.11,1.03,August,32
2024-08-12,CAMP_019,Email,4027,719,56,0.07,0.7,August,33
2024-08-13,CAMP_019,Email,6770,1208,94,0.12,1.18,August,33
2024-08-14,CAMP_019,Email,7108,1269,99,0.13,1.24,August,33
2024-08-15,CAMP_019,Email,7093,1266,99,0.13,1.23,August,33
2024-08-16,CAMP_019,Email,6365,1136,89,0.11,1.11,August,33
2024-08-17,CAMP_019,Email,4307,769,60,0.08,0.75,August,33
2024-08-18,CAMP_019,Email,6394,1141,89,0.11,1.11,August,33
2024-08-19,CAMP_019,Email,3956,706,55,0.07,0.69,August,34
2024-08-20,CAMP_019,Email,3948,705,55,0.07,0.69,August,34
2024-08-21,CAMP_019,Email,4950,883,69,0.09,0.86,August,34
2024-08-22,CAMP_019,Email,5498,981,77,0.1,0.96,August,34
2024-08-23,CAMP_019,Email,6434,1148,90,0.11,1.12,August,34
2024-08-24,CAMP_019,Email,6145,1097,86,0.11,1.07,August,34
2024-08-25,CAMP_019,Email,5356,956,75,0.1,0.93,August,34
2024-08-26,CAMP_019,Email,4784,854,67,0.09,0.83,August,35
2024-08-27,CAMP_019,Email,7187,1283,100,0.13,1.25,August,35
2024-08-28,CAMP_019,Email,5290,944,74,0.09,0.92,August,35
2024-08-29,CAMP_019,Email,5374,959,75,0.1,0.93,August,35
2024-08-30,CAMP_019,Email,4418,789,61,0.08,0.77,August,35
2024-08-31,CAMP_019,Email,6515,1163,91,0.12,1.13,August,35
2024-09-01,CAMP_019,Email,6179,1103,86,0.11,1.07,September,35
2024-09-02,CAMP_019,Email,4608,822,64,0.08,0.8,September,36
2024-09-03,CAMP_019,Email,4148,740,58,0.07,0.72,September,36
2024-09-04,CAMP_019,Email,6135,1095,85,0.11,1.07,September,36
2024-09-05,CAMP_019,Email,6049,1080,84,0.11,1.05,September,36
2024-09-06,CAMP_019,Email,4782,854,67,0.09,0.83,September,36
2024-09-07,CAMP_019,Email,7033,1255,98,0.13,1.22,September,36
2024-09-08,CAMP_019,Email,4377,781,61,0.08,0.76,September,36
2024-09-09,CAMP_019,Email,5311,948,74,0.09,0.92,September,37
2024-09-10,CAMP_019,Email,7009,1251,98,0.13,1.22,September,37
2024-09-11,CAMP_019,Email,5269,940,73,0.09,0.92,September,37
2024-09-12,CAMP_019,Email,5996,1070,84,0.11,1.04,September,37
2024-09-13,CAMP_019,Email,5195,927,72,0.09,0.9,September,37
2024-09-14,CAMP_019,Email,4786,854,67,0.09,0.83,September,37
2024-09-15,CAMP_019,Email,7143,1275,100,0.13,1.24,September,37
2024-09-16,CAMP_019,Email,5234,934,73,0.09,0.91,September,38
2024-09-17,CAMP_019,Email,6845,1222,95,0.12,1.19,September,38
2024-09-18,CAMP_019,Email,4639,828,64,0.08,0.81,September,38
2024-09-19,CAMP_019,Email,4583,818,64,0.08,0.8,September,38
2024-09-20,CAMP_019,Email,3978,710,55,0.07,0.69,September,38
2024-09-21,CAMP_019,Email,6039,1078,84,0.11,1.05,September,38
2024-09-22,CAMP_019,Email,5099,910,71,0.09,0.89,September,38
2024-09-23,CAMP_019,Email,6746,1204,94,0.12,1.17,September,39
2024-09-24,CAMP_019,Email,5447,972,76,0.1,0.95,September,39
2024-09-25,CAMP_019,Email,7091,1266,99,0.13,1.23,September,39
2024-09-26,CAMP_019,Email,4491,802,62,0.08,0.78,September,39
2024-09-27,CAMP_019,Email,6760,1207,94,0.12,1.18,September,39
2024-09-28,CAMP_019,Email,6454,1152,90,0.12,1.12,September,39
2024-09-29,CAMP_019,Email,6436,1149,90,0.11,1.12,September,39
2024-09-30,CAMP_019,Email,6681,1193,93,0.12,1.16,September,40
2024-10-01,CAMP_019,Email,6403,1143,89,0.11,1.11,October,40
2024-10-02,CAMP_019,Email,5955,1063,83,0.11,1.04,October,40
2024-10-03,CAMP_019,Email,4311,769,60,0.08,0.75,October,40
2024-10-04,CAMP_019,Email,3983,711,55,0.07,0.69,October,40
2024-10-05,CAMP_019,Email,6934,1238,97,0.12,1.21,October,40
2024-10-06,CAMP_019,Email,5923,1057,82,0.11,1.03,October,40
2024-10-07,CAMP_019,Email,6521,1164,91,0.12,1.13,October,41
2024-10-08,CAMP_019,Email,5474,977,76,0.1,0.95,October,41
2024-10-09,CAMP_019,Email,4264,761,59,0.08,0.74,October,41
2024-10-10,CAMP_019,Email,4291,766,60,0.08,0.75,October,41
2024-10-11,CAMP_019,Email,6152,1098,86,0.11,1.07,October,41
2024-01-06,CAMP_020,SEO Organic,12208,753,19,0.08,0.27,January,1
2024-01-07,CAMP_020,SEO Organic,10452,645,16,0.06,0.23,January,1
2024-01-08,CAMP_020,SEO Organic,12677,782,19,0.08,0.28,January,2
2024-01-09,CAMP_020,SEO Organic,9410,580,14,0.06,0.21,January,2
2024-01-10,CAMP_020,SEO Organic,13368,825,20,0.08,0.3,January,2
2024-01-11,CAMP_020,SEO Organic,10975,677,17,0.07,0.24,January,2
2024-01-12,CAMP_020,SEO Organic,15016,927,23,0.09,0.33,January,2
2024-01-13,CAMP_020,SEO Organic,11291,697,17,0.07,0.25,January,2
2024-01-14,CAMP_020,SEO Organic,12399,765,19,0.08,0.28,January,2
2024-01-15,CAMP_020,SEO Organic,9008,556,14,0.06,0.2,January,3
2024-01-16,CAMP_020,SEO Organic,9473,584,14,0.06,0.21,January,3
2024-01-17,CAMP_020,SEO Organic,11919,735,18,0.07,0.27,January,3
2024-01-18,CAMP_020,SEO Organic,12588,777,19,0.08,0.28,January,3
2024-01-19,CAMP_020,SEO Organic,13506,833,21,0.08,0.3,January,3
2024-01-20,CAMP_020,SEO Organic,11148,688,17,0.07,0.25,January,3
2024-01-21,CAMP_020,SEO Organic,14232,878,22,0.09,0.32,January,3
2024-01-22,CAMP_020,SEO Organic,15494,956,24,0.1,0.35,January,4
2024-01-23,CAMP_020,SEO Organic,14881,918,23,0.09,0.33,January,4
2024-01-24,CAMP_020,SEO Organic,9222,569,14,0.06,0.21,January,4
2024-01-25,CAMP_020,SEO Organic,12592,777,19,0.08,0.28,January,4
2024-01-26,CAMP_020,SEO Organic,9721,600,15,0.06,0.22,January,4
2024-01-27,CAMP_020,SEO Organic,10769,664,16,0.07,0.24,January,4
2024-01-28,CAMP_020,SEO Organic,16462,1016,25,0.1,0.37,January,4
2024-01-29,CAMP_020,SEO Organic,10008,617,15,0.06,0.22,January,5
2024-01-30,CAMP_020,SEO Organic,12733,786,19,0.08,0.28,January,5
2024-01-31,CAMP_020,SEO Organic,13645,842,21,0.08,0.3,January,5
2024-02-01,CAMP_020,SEO Organic,14289,882,22,0.09,0.32,February,5
2024-02-02,CAMP_020,SEO Organic,13197,814,20,0.08,0.29,February,5
2024-06-23,CAMP_021,SEO Organic,4589,255,7,0.03,0.14,June,25
2024-06-24,CAMP_021,SEO Organic,5825,323,10,0.03,0.17,June,26
2024-06-25,CAMP_021,SEO Organic,6571,365,11,0.04,0.2,June,26
2024-06-26,CAMP_021,SEO Organic,4894,272,8,0.03,0.15,June,26
2024-06-27,CAMP_021,SEO Organic,5919,329,10,0.03,0.18,June,26
2024-06-28,CAMP_021,SEO Organic,4681,260,8,0.03,0.14,June,26
2024-06-29,CAMP_021,SEO Organic,4858,270,8,0.03,0.14,June,26
2024-06-30,CAMP_021,SEO Organic,6100,339,10,0.03,0.18,June,26
2024-07-01,CAMP_021,SEO Organic,5069,281,8,0.03,0.15,July,27
2024-07-02,CAMP_021,SEO Organic,6766,376,11,0.04,0.2,July,27
2024-07-03,CAMP_021,SEO Organic,7241,402,12,0.04,0.22,July,27
2024-07-04,CAMP_021,SEO Organic,7675,426,13,0.04,0.23,July,27
2024-07-05,CAMP_021,SEO Organic,5332,296,9,0.03,0.16,July,27
2024-07-06,CAMP_021,SEO Organic,5205,289,9,0.03,0.16,July,27
2024-07-07,CAMP_021,SEO Organic,4959,275,8,0.03,0.15,July,27
2024-07-08,CAMP_021,SEO Organic,7034,391,12,0.04,0.21,July,28
2024-07-09,CAMP_021,SEO Organic,7308,406,12,0.04,0.22,July,28
2024-07-10,CAMP_021,SEO Organic,4675,259,8,0.03,0.14,July,28
2024-07-11,CAMP_021,SEO Organic,8204,456,14,0.05,0.24,July,28
2024-07-12,CAMP_021,SEO Organic,4754,264,8,0.03,0.14,July,28
2024-07-13,CAMP_021,SEO Organic,6663,370,11,0.04,0.2,July,28
2024-07-14,CAMP_021,SEO Organic,7318,406,12,0.04,0.22,July,28
2024-07-15,CAMP_021,SEO Organic,7950,442,13,0.04,0.24,July,29
2024-07-16,CAMP_021,SEO Organic,7337,408,12,0.04,0.22,July,29
2024-07-17,CAMP_021,SEO Organic,7679,427,13,0.04,0.23,July,29
2024-07-18,CAMP_021,SEO Organic,5876,326,10,0.03,0.18,July,29
2024-07-19,CAMP_021,SEO Organic,7731,429,13,0.04,0.23,July,29
2024-07-20,CAMP_021,SEO Organic,4864,270,8,0.03,0.15,July,29
